id,ad,porsiyon_adi,gram,kalori,protein,karb,yag
calve-ranch-sos,Calve Ranch Sos,100 g,100,350,1.1,6.1,35
fuze-peach-ice-tea-330ml,Fuze Peach Ice Tea 330ML,100 g,100,66,85,15.5,0
ice-tea-limon-lipton,Ice tea limon Lipton,100 g,100,19,0,12,0
nitrotech-iso-whey-muscletech,Nitrotech iso whey Muscletech,100 g,100,330,77,3,0
albeni-viva-ulker,Albeni Viva Ülker,100 g,100,517,4.6,61,28
waffers-strawberry-toren,Waffers Strawberry Toren,100 g,100,495,6.7,63,22.5
cokokrem-ulker,Çokokrem Ülker,100 g,100,547,5.5,62,30
altinbasak-grissini-ulker,Altınbaşak Grissini Ülker,100 g,100,447,9.3,73.3,12
kaymak-kerem,Kaymak Kerem,100 g,100,570,0.8,2.3,62
eti-maximus,Eti Maximus,100 g,100,480,7.7,59,23
ulker,Солети дусам Ülker,100 g,100,435,12,63,14
ketchup-calve,Ketchup Calvé,100 g,100,85,0.8,20,0.3
kakaolu-findik-cremali-migros,Kakaolu findik cremali Migros,100 g,100,559,6,55,34.8
dogal-salamura-yagli-siyah-zeytin-inci,Doğal Salamura Yağlı Siyah Zeytin İnci,100 g,100,140,1.8,10.6,10
nacho-doritos,Nacho Doritos,100 g,100,508,7.2,1.8,26.3
organic-pomegranate-juice-granti,Organic pomegranate juice granti,100 g,100,60,0.7,15,0
sonnenblumen-christians-gr-d,sonnenblumen Christians Grød,100 g,100,340,0.5,81,0
icim-fit-kakaolu,İçim Fit Kakaolu,100 g,100,45,6,5,0.1
tam-yagli-sut,Tam yağlı süt,100 g,100,57,2.9,4.6,3
eti-browni-gold,Eti Browni Gold,100 g,100,433,4.5,52,23
avsar-zwarte-moerbei-en-bes,Avsar zwarte moerbei en bes,100 g,100,40,0,9.6,0
tost-iki-ekmek-arasi-lezzet-molasi-uno,Tost iki ekmek arası lezzet molası Uno,100 g,100,263,6.8,54.5,2
damak-gece-nestle,Damak gece Nestlé,100 g,100,528,8.8,40,37
white-cheese-beyaz-peynir-bahcivan,White cheese (beyaz peynir) Bahçivan,100 g,100,223,14,3.5,17
cubuk-craker-ulker,Cubuk craker Ülker,100 g,100,403,12,73,6.3
off-8698720180236,المكسرات الملكية لبناني,100 g,100,562,17.5,30.5,42.2
eti-popkek-limonlu,Eti Popkek Limonlu,100 g,100,430,3.2,56,20
eti-karam-bitter,Eti Karam Bitter,100 g,100,534,11,34,36
sutlu-salep-ulker,Sütlü Salep Ülker,100 g,100,180,0.8,8.7,0.5
pinar-sut-1-litre-1-yagli,Pınar süt 1 litre %1 yağlı,100 g,100,40,3,4.8,1
pinar-hindi-salam-75-ac-bitir,Pınar hindi salam 75 aç bitir,100 g,100,185,12,5,13
kakaolu-tahil-gevregi-nestle-nesquik,Kakaolu Tahıl Gevreği Nestle Nesquik,100 g,100,375,8.4,75,2.9
lait-demi-ecreme,Lait demi écremé,100 g,100,57,3.1,4.3,3
eti-cin,Eti Cin,100 g,100,449,4.7,74.3,13.8
no-1-torku,no:1 Torku,100 g,100,522,7.4,58.4,27.9
nestle-damak-inci,Nestle Damak inci,100 g,100,567,9.8,51,36
sutas-kasar-400-sus,Sütaş kaşar 400 suş,100 g,100,325,24,1,25
daphne-puding-muzlu,Daphne Puding Muzlu,100 g,100,118,2,19.6,3.5
heinz,Heınz,100 g,100,644,0.8,3,70
kizarmis-yer-fistigi-amigo,Kızarmış yer fıstığı Amigo,100 g,100,633,24,7,54.5
caffe-mocha-starbucks,Caffe mocha Starbucks,100 g,100,45,1.6,6.5,1.3
peanut-butter-fistik-ezmesi-zuber,Peanut Butter(Fıstık Ezmesi) Züber,100 g,100,608,26,12,49
eti-sutlu-cikolata,Eti. sütlü çikolata,100 g,100,554,8.2,51,22
cikolata-kaplamah-pismanige-ugurlu,Cikolata Kaplamah Pismanige Uğurlu,100 g,100,470,4.6,77.2,15.6
dr-oetker-do-whipped-cream-dr-oetker,Dr Oetker Do Whipped Cream Dr. Oetker,100 g,100,188,2.7,21.7,10
noodles-lucia-mie,Noodles Lucia mie,100 g,100,433,10.1,54.4,17.7
yogurt-ve-mevsim-yesillikli-patates-cipsi-lay-s,Yoğurt ve Mevsim Yeşillikli Patates Cipsi Lay's,100 g,100,537,6.2,52,33
balli-granola-cikolata-findik-kelly-s-fitness-cl,Ballı Granola Çikolata . Fındık Kelly's FITNESS Club,100 g,100,466,10.9,59.4,19.1
yogurt-sutas,Yoğurt Sütaş,100 g,100,73,4,5.8,3.8
yupo-jelly-ulker,Yupo Jelly ülker,100 g,100,324,5.1,74.9,0.1
ulker-butun-antep-fistikli-sutlu-kare-cikolata,Ülker Bütün Antep Fıstıklı Sütlü Kare Çikolata,100 g,100,137,0.2,13,8.3
icim-fit-sut-500-laktozsuz-vanilyali,İçim fit süt 500 laktozsuz vanilyalı,100 g,100,48,6,5.8,0.1
icim-fit-cilek,Içim fit çilek,100 g,100,48,6,5.8,0.1
eti-pop-kek-muzlu,Eti Pop kek Muzlu,100 g,100,420,5.6,59,19
bitter-cikolata-ulker,Bitter Çikolata ülker,100 g,100,552,7.6,41.8,37.2
dr-oetker-kakao,Dr. Oetker Kakao,100 g,100,226,23.1,9.9,10.5
soya-soslu-hazir-noodle-indomie,Soya Soslu Hazır Noodle Indomie,100 g,100,475,9,62,21
ice-tea-deran,ICE tea deran,100 g,100,132,0,8.1,0
tadim-islenmis-yer-fistigi,Tadım İşlenmiş Yer Fıstığı,100 g,100,608,23,11.9,49.7
cocoa-cappucino-starbucks,Cocoa cappucino Starbucks,100 g,100,49,0.5,5.2,2.9
mini-tortilla,Mini tortilla,100 g,100,306,7.8,51,7.6
teremyag-ulker,Teremyağ Ülker,100 g,100,531,0.5,0.5,59
pinar-kido-sut-180-cilek,Pınar Kido süt 180 çilek,100 g,100,57,2.8,8.8,1.2
cizi-vic-ulker,Çizi viç Ülker,100 g,100,507,7.6,55,28
kellogg-s-granola-beyaz-cikolata-parcacikli-ve-a,Kellogg's® Granola Beyaz Çikolata Parçacıklı ve Antep Fıstık,100 g,100,493,7.1,60,24
migros-sut,migros süt,100 g,100,58,2.9,4.7,31
heinz-sarimsakli-mayonez,Heinz Sarımsaklı Mayonez,100 g,100,615,0.8,4.4,66
tarcinli-zencefilli-kurabiye-bisto,Tarçınlı Zencefilli Kurabiye Bisto,100 g,100,473,6.1,69.3,18.4
1-5-yarim-yagli-sut-harras,%1 5 yarım yağlı Süt Harras,100 g,100,44,3,4.7,1.5
catapat-algida,çatapat algida,100 g,100,86,0.2,16.3,1.9
falim-gum-pasteque,falim gum pasteque,100 g,100,134,0,8,0
pinar-boisson-melangee-au-lait-ecreme-sans-lacto,Pinar boisson melangee au lait écrémé sans lactose,100 g,100,46,5.2,5.6,0.3
kefirix-probiyotik-orman-meyveli-altinkilic,Kefirix Probiyotik Orman Meyveli Altınkılıç,100 g,100,76,2.7,10,2.8
kornison-tursusu-fici,kornişon turşusu fıçı,100 g,100,23,1.6,3.9,0.1
sekerli-findik-ezmesi-fiskobirlik,şekerli fındık ezmesi Fiskobirlik,100 g,100,579,11,37.9,40.6
dogal-siyah-zeytin-marmara-birlik,Doğal Siyah Zeytin Marmara Birlik,100 g,100,268,2,30.7,15.4
icim-suzme-peynir-250-ak-gida,İçim süzme peynir 250 Ak Gıda,100 g,100,241,12,2,20.5
dardenel-ton-olive-oil-dardanelle,Dardenel Ton Olive Oil Dardanelle,100 g,100,206,23.5,0,12.4
beef-namet-dana-macar-salam,Beef Namet - Dana Macar Salam,100 g,100,199,10,6,15
krem-milk-kent,Krem Milk Kent,100 g,100,392,1,87,4.3
dilimli-burger-peyniri-gonova,Dilimli Burger Peyniri Gonova,100 g,100,331,20,2,27
eksi-mayali-zeytinli-kekikli-baget-harras,EKŞİ MAYALI ZEYTİNLİ KEKİKLİ BAGET HARRAS,100 g,100,247,6.3,48,2.9
simbat-kizartilmis-kaju-fistigi,Simbat Kızartılmış Kaju Fıstığı,100 g,100,420,13.1,10.8,36
dilimli-tost-peyniri-aknaz,Dilimli Tost Peyniri Aknaz,100 g,100,319,22,1.6,25
mayonez-heinz,Mayonez Heinz,100 g,100,644,0.8,2.7,70
sour-rope-candy-toybox,Sour Rope Candy Toybox,100 g,100,382,1.7,89.4,1.9
yarim-yagli-yogurt-dost,Yarım Yağlı Yoğurt Dost,100 g,100,49,4,4.6,1.5
ruffles-107gr,Ruffles 107gr,100 g,100,549,5.9,51.5,34.6
skippy-sanitarium,Skippy Sanitarium,100 g,100,372,7.2,82,0.4
oat-bran,Oat Bran,100 g,100,320,10.9,50.6,3.6
ikram-gold-black-olives-800g-koy-sefasi,Ikram Gold Black Olives 800G Köy Sefasi,100 g,100,244,2,2.1,23
kahvaltilik-sos-bolbol,Kahvaltilik sos BolBol,100 g,100,173,5,15.5,9
cin-cilek-soslu-biskuvi-eti,Cin cilek soslu biskuvi Eti,100 g,100,425,3.4,76.3,11.7
lays-klasik-mega-193gr-lay-s,Lays Klasik Mega 193gr Lay's,100 g,100,548,5.9,51.4,34.5
ezogelin-cabuk-corba-knorr,Ezogelin cabuk corba Knorr,100 g,100,42,1.3,7.8,0.8
coco-pops,Coco pops,100 g,100,393,3.4,81,4.2
performance,Performance,100 g,100,46,0,11.1,0.1
tam-yagli-taze-eritme-peyniri-binvezir,Tam Yağlı Taze Eritme Peyniri Binvezir,100 g,100,338,21.8,3.2,26.5
cikolatali-hindistan-cevizli-puding-toz-karisimi,Çikolatalı Hindistan Cevizli Puding Toz Karışımı Dr. Oetker,100 g,100,132,3.6,20.6,3.9
chocolat-60-bitter-karadutlu-ulker,Chocolat 60% Bitter Karadutlu Ülker,100 g,100,136,1.9,9.6,9.1
tatli-biber-salcasi-burcu,tatli biber salçasi Burcu,100 g,100,97,3.7,23.7,0.6
keyfe-turk-kahvesi,Keyfe Türk Kahvesi,100 g,100,371,0.9,89,0.6
birsah-kefir,Birşah Kefir,100 g,100,52,2.7,3.2,3.2
cafe-art-pinar,Cafe Art Pinar,100 g,100,54,2.8,7.6,1.4
metro-ulker,Metro Ülker,100 g,100,219,3.1,25,12
pinar-lait,Pinar lait,100 g,100,60,3,4.5,3.3
ekstra-findikli-gofret-nutymax,Ekstra Fındıklı Gofret Nutymax,100 g,100,516,8.5,53.9,28.5
hindi-fume-pinar,Hindi füme Pınar,100 g,100,101,18,5,1
peach-nectar-netto,Peach nectar Netto,100 g,100,221,0.2,12.8,0
aromali-bitkisel-yagli-sutlu-buz-migros,Aromalı Bitkisel Yağlı Sütlü Buz Migros,100 g,100,149,1.2,25,5
sauce-pita-heinz,Sauce pita Heinz,100 g,100,371,1.9,11,35
tadim-findikli-bar,Tadım Fındıklı Bar,100 g,100,517,11.9,40.4,33.6
biscuit-petit-beurre-susse,Biscuit Petit beurre Süsse,100 g,100,439,8.2,70.3,13
eti-lifalif-musli-250-k-meyveli,Eti lifalif müsli 250 k meyveli,100 g,100,375,14,55,8.6
dana-pastirma-emin,Dana pastirma Emin,100 g,100,169,27,4,5
smoothie-dimes,Smoothie Dimes,100 g,100,56,0.9,13,0
komagene-ayran,Komagene Ayran,100 g,100,32,2,2.7,1.5
ton-balik-konservesi-wawa,Ton balık konservesi wawa,100 g,100,190,24.8,0.8,9.3
milk,Milk,100 g,100,53,3,4.6,2.5
patito-yogurt-ve-mevsim-cesnili,Patito Yoğurt ve Mevsim Çeşnili,100 g,100,453,3.6,74,16.8
double-roasted-mixed-nuts,Double roasted mixed nuts,100 g,100,389,1.6,88.5,1.7
dido-trio-ulker,Dido Trio Ülker,100 g,100,552,7.5,54,34
ay-cekirgegi-tadim,Ay Çekirgeği Tadim,100 g,100,512,27.8,23.7,31.2
karam-54-kakaolu-bitter-cikolata-eti,Karam %54 Kakaolu Bitter Çikolata Eti,100 g,100,530,0.7,48,32
yesil-mercimekli-bulgur-pilavi-yayla,Yeşil Mercimekli Bulgur Pilavı Yayla,100 g,100,170,5.3,25.4,4.7
cappy-cerise,Cappy Cerise,100 g,100,164,0,39.3,0
raw-crakers,Raw crakers,100 g,100,574,20,16,45
lahana-sarma-choux-blancs-farcis-400-gr-burcu,Lahana Sarma / Choux blancs farcis - 400 GR BURCU,100 g,100,165,3,22,7
light-ton-baligi-migros,Light Ton balığı Migros,100 g,100,120,23.1,0.2,3.3
instant-noodles-riavia,Instant noodles Riavia,100 g,100,124,3.5,15,5
nescafe,Nescafe,100 g,100,71,43.8,25,25
nestle,nestle,100 g,100,372,9.3,74,2.6
eti-finger-biscuit-g900,Eti Finger Biscuit - g900,100 g,100,447,7.6,70,14
protein-coffee-milk-pinar,Protein coffee milk Pınar,100 g,100,48,5.2,6.1,0.3
suzme-yogurt-sutas,Süzme Yoğurt Sütaş,100 g,100,97,8,3.9,5.5
gofrik-kahve-dunyasi,Gofrik KAHVE DUNYASI,100 g,100,547,10.9,50.2,33
kerem-taze-surulebilir-peynir,Kerem taze sürülebilir peynir,100 g,100,259,7.5,7.5,22
activia,Activia,100 g,100,45,3.4,7.6,0
corn-flakes-kellogg-s,Corn flakes Kellogg's,100 g,100,370,7,84,0.7
dogal-probiyotik-ananas-activia,Doğal Probiyotik Ananas Activia,100 g,100,66,3.4,9.8,1.4
eti-form,ETI FORM,100 g,100,409,13.1,59.3,10.8
bugday-unu-marmara,Buğday unu marmara,100 g,100,344,10,72.3,1
ayran-ozgullu,Ayran Özgüllü,100 g,100,120,2,1.8,1.5
cereales-nesquick-nesquik,Cereales Nesquick Nesquik,100 g,100,375,8.4,75,3
tavuk-suyu-bulyon-bizim-mutfak,Tavuk Suyu Bulyon Bizim Mutfak,100 g,100,232,8.2,29.6,8.9
mis-puding-cilekli,Mis puding çilekli,100 g,100,118,2,19.6,3.5
classic-peach-nectar-dimes,Classic Peach Nectar Dimes,100 g,100,49,0.2,12.3,0.2
cerezya-cig-findik-ici,Çerezya Çiğ Fındık İçi,100 g,100,628,15,16.7,60.7
cikolata-ulker,Cikolata Ülker,100 g,100,548,7.4,41,37
dost-dogal-yogurt,Dost Doğal yoğurt,100 g,100,69,4,4.6,3.8
craw-sticks-eti,Craw sticks Eti,100 g,100,470,9,63,18
firindan-yogurt-mevsim-yesillikleri-lay-s,Fırından Yoğurt Mevsim Yeşillikleri Lay's,100 g,100,450,5.4,66.7,17.2
namet-gurme-sucuk,Namet Gurme Sucuk,100 g,100,427,16,0.8,40
kelebek-farfalle,Kelebek - Farfalle,100 g,100,351,11.5,73,1
misir-pirinc-loft,misir pirinc loft,100 g,100,439,5.2,65,14
frappuccino-mocha-starbucks,Frappuccino Mocha Starbucks,100 g,100,65,3,10,1.2
ayran-sutas,Ayran Sütaş,100 g,100,32,2,2,1.8
kakaolu-findik-krema-cokokrem,Kakaolu Fındık Krema Çokokrem,100 g,100,547,5.5,62,30
nesquik-cacao-milk-nestle,Nesquik cacao milk Nestlé,100 g,100,62,2.8,10,1.2
stick-ceremony-gida,STICK Ceremony Gida,100 g,100,150,0,60.5,0
poti-ulker,Pöti Ülker,100 g,100,398,5.3,52,18
aivar-ahinur,Aivar Ahinur,100 g,100,89,2.1,10.1,4.2
filiz-sade-sehriye-makarna,Filiz Sade Şehriye Makarna,100 g,100,358,11,72.2,2
taze-peynir-pinar,Taze peynir Pinar,100 g,100,248,6.8,3.5,23
cheese-and-onion-flavored-corn-chips,Cheese and onion-flavored corn chips,100 g,100,542,4.7,55.7,36.1
fanta-whatthefanta,Fanta whatthefanta,100 g,100,7,0,0,0
biscolata,Biscolata,100 g,100,550,5,55,35
sutas,sütas,100 g,100,291,2.1,3.1,30
tadimca,Tadimca,100 g,100,520,14,44,32
dana-eti-aromali-hazir-noodle,Dana eti Aromali Hazir Noodle,100 g,100,448,8.3,60,18.3
eti-lilalif-kakaolu-kahveli,Eti Lilalif Kakaolu Kahveli,100 g,100,505,11,42,30
granola-yulafli-kakaolu-migros,Granola yulafli kakaolu Migros,100 g,100,454,10,65.3,15.7
cube-chocolate,Cube chocolate,100 g,100,506,6.3,61.9,25.6
bahceden-peyman,Bahçeden Peyman,100 g,100,481,12.5,39.8,28.6
peynir-helvasi-peysan,Peynir helvasi Peysan,100 g,100,310,6,62,2.8
susamli-cubuk-kraker-ulker,Susamlı çubuk kraker Ülker,100 g,100,435,12,63,14
krem-karamel-dr-oetker,Krem Karamel Dr.Oetker,100 g,100,124,2.9,21,3.1
marshmellowlu-biskuvi-bim,Marshmellowlu bisküvi Bim,100 g,100,357,3.9,69,7.3
bol-bol-acili,Bol bol acili,100 g,100,96,1,22.4,0.1
hardal-tat,Hardal Tat,100 g,100,76,4.6,7.3,4.6
biscolata-stix-choclate-and-bisquit-solen,Biscolata stix choclate and bisquit Şölen,100 g,100,462,9.7,66,16.6
pepsi,Pepsi,100 g,100,107,8,26.7,0
sut-dost,Sut Dost,100 g,100,58,2.9,4.7,3.1
mini-cheetis,Mini cheetis,100 g,100,513,4.8,66.5,24.7
meysu-seftalili-icecek,meySu Şeftalili içecek,100 g,100,49,0.1,12,0
saklikoy,Sakliköy,100 g,100,485,6.9,62,22
chocolatier,Chocolatier,100 g,100,196,3.4,27,7.7
light-sut,Light Süt,100 g,100,32,3.1,4.7,0.1
monin-haselnuss-sirup-light,MONIN Haselnuss Sirup Light,100 g,100,16,0,1.3,0
sut-yorukoglu,Süt Yörükoğlu,100 g,100,44,2.9,4.7,1.5
ulker-57656,Ülker,100 g,100,556,9.2,38.4,38.4
yarim-yagli-sut-migros,Yarım Yağlı Süt Migros,100 g,100,44,2.9,4.7,1.5
firindan-lay-s,Fırından Lay's,100 g,100,452,4.9,67.4,17.4
choquise-kruidvat,Choquise Kruidvat,100 g,100,560,4,58,35
denge-laktozsuz-yogurt-pinar,Denge Laktozsuz Yoğurt Pınar,100 g,100,58,4.4,6.8,1.5
meyve-aromali-minibon-seker-solen,meyve aromalı minibon şeker Şölen,100 g,100,359,0,89.7,0
adicto,Adicto,100 g,100,529,6,57,30
1927-sutlu-cikolata-nestle,1927 Sütlü Çikolata Nestle,100 g,100,537,10,53,31
kellogs-special-k-gurme-300,Kellogs special k gurme 300,100 g,100,408,7.4,74,7.9
damak-chocolate,damak Chocolate,100 g,100,563,8.6,52,35
ezine-peyniri-tahsildaroglu,Ezine Peyniri Tahsildaroğlu,100 g,100,310,17.5,1,25.5
ulker-biskrem-cocoa-biscuit,Ulker Biskrem Cocoa Biscuit,100 g,100,511,5.2,66.4,24.4
pulpy-meyve-suyu-seftali-cappy,Pulpy meyve suyu şeftali Cappy,100 g,100,50,0,11.8,0
hindistan-cevizi-dolgulu-sutlu-cikolata-kapli-ba,Hindistan Cevizi Dolgulu Sütlü Çikolata Kaplı Bar Harras,100 g,100,508,4,57.7,29
lifalif-kuru-meyveli-eti,Lifalif Kuru Meyveli Eti,100 g,100,479,11,45,26
protein-vanilya-aromali-pinar,Protein Vanilya Aromalı Pınar,100 g,100,47,5.2,5.8,0.3
boombastic,Boombastic,100 g,100,439,5.8,65.4,16.6
masola-mayonnaise,Masola mayonnaise,100 g,100,714,0,2.9,78.6
popping-candy-hleks,Popping Candy Hleks,100 g,100,394,0.3,96.8,0.4
mayonez-tukas,Mayonez Tukaş,100 g,100,122,1,7,10
riviera-zeytinyagi-taris,Riviera Zeytinyağı Tariş,100 g,100,900,0,0,100
kirma-yesil-zeytin-inci,Kırma Yeşil Zeytin İnci,100 g,100,83,1,0.2,8.7
mis-labne,Mis Labne,100 g,100,189,4.5,4.5,17
becel-klasik-margarin,Becel Klasik Margarin,100 g,100,515,0.5,0.5,57
tahin-koska,Tahin Koska,100 g,100,672,22.7,10.5,58
boom-bastic-burger-solen,Boom bastic burger Şölen,100 g,100,497,5.9,62.2,24.6
burcak-yulafli-eti,Burçak Yulaflı ETİ,100 g,100,458,7.5,63,18
al-samir-melon-sma-fro,Al-samir Melon Små Frö,100 g,100,300,10,29,16
mcvities,McVities,100 g,100,100,2.1,18,7.8
biscuits-aux-pepites-de-chocolat-riches-en-vitam,Biscuits aux pépites de chocolat riches en vitamines,100 g,100,470,6.6,69,18
lindt-lindor-dunkel,Lindt Lindor Dunkel,100 g,100,624,4,43,48
moutarde-de-dijon-french-mustard-petits-gourmets,Moutarde de Dijon - French Mustard - Petits Gourmets,100 g,100,158,8,5.2,11.3
nestle-nesfit-400-kirmizi-meyveli,Nestle nesfit 400 kırmızı meyveli,100 g,100,374,9,74,2.8
metro-klasik-ulker,metro klasik Ülker,100 g,100,161,1.4,24,6.3
chamallows-haribo,Chamallows Haribo,100 g,100,337,5.8,78.4,0.1
ruffles-ketchup,Ruffles ketchup,100 g,100,535,5.9,52.2,32.7
nut-master,Nut master,100 g,100,548,6.7,55.9,32.8
burro-di-arachidi-calve,Burro di arachidi Calvé,100 g,100,645,23,10,56
tadim-sportif-bar,Tadım Sportif Bar,100 g,100,504,17.1,39.7,29.4
o-lala-sufle-frambuazli-ulker,O'lala sufle frambuazli Ülker,100 g,100,155,1.3,20,8
taco-aromali-cesnili-badem-kraker-ulker,TACO AROMALI ÇEŞNİLİ BADEM KRAKER ÜLKER,100 g,100,464,7.5,61,21
dardanel-aycicek-yagli-ton-konservesi,Dardanel Ayçicek Yağlı Ton Konservesi,100 g,100,193,23.5,0,10.8
icim-krema-200ml-yemeklik,İçim krema 200ml yemeklik,100 g,100,182,2,3,14
nut-master-100-yerfistigi-ezmesi,Nut Master %100 Yerfıstığı Ezmesi,100 g,100,620,25.4,12.9,49.9
cikolatali-sos-kent-boringer,Çikolatalı Sos Kent Boringer,100 g,100,539,3.8,57.2,2.4
avsar,Avsar,100 g,100,35,0,8.4,0
mas-fasulye-mung-beans-mungbohnen-dere,Maş fasulye/ Mung beans / Mungbohnen Dere,100 g,100,325,24,46.3,1.2
nesfit-nestle,Nesfit Nestle,100 g,100,389,0.9,72,5.7
ulker-bol-sutlu-cikolata,Ülker Bol Sütlü Çikolata,100 g,100,537,7.9,57,30
alpella-3gen,Alpella 3gen,100 g,100,492,5.6,72,20
fromage,Fromage,100 g,100,255,14,2.5,21
collagen-protein-drink,Collagen protein Drink,100 g,100,17,3.5,0,0
proteinli-sut-27-gram-sek,Proteinli Süt 27 Gram Sek,100 g,100,62,8.2,6.5,0.3
jus-de-pomme,Jus de pomme,100 g,100,48,0,11.5,0
badem-sutu-nilky,Badem Sütü Nilky,100 g,100,32,0.6,3.7,1.6
beyoglu-gazozu,Beyoğlu gazozu,100 g,100,45,0,11.2,0
immun-smoothie-mivolis,Immun smoothie Mivolis,100 g,100,63,0.5,14,0.5
halley-mini-ulker,HALLEY MİNİ ÜLKER,100 g,100,440,6.7,66,17
amada-duomax-solen,Amada Duomax Şölen,100 g,100,498,7,59,25.1
ogopogo-ozmo,Ogopogo Ozmo,100 g,100,442,5.7,54.6,22
will-ananas-meyveli-icecek,Will ananas meyveli icecek,100 g,100,55,0,13.5,0
uludag-limonata-nane-aromali,Uludag limonata nane aromali,100 g,100,53,0,13,0
cecil-aynes,Çeçil Aynes,100 g,100,345,23,2.5,27
cicibebe-eti,Cicibebe Eti,100 g,100,443,4.7,74,7.5
biscolata-nirvana,Biscolata Nirvana,100 g,100,531,7.4,58.9,28.9
spaghetti-arbella,Spaghetti ARBELLA,100 g,100,350,12.1,72.7,0.7
petit-beurre-biscuit-milk-flavor-52weeks,Petit beurre biscuit Milk flavor 52weeks,100 g,100,423,8.9,70,11.1
hazelnut-spread-sarelle,Hazelnut spread sarelle,100 g,100,579,8,51,37
butun-bademli,Bütün bademli,100 g,100,569,9.4,47,37.5
schweppes-mandarin,Schweppes Mandarin,100 g,100,26,0,6.1,0
fistik-ezmesi-peanut,fıstık ezmesi/Peanut,100 g,100,514,18.1,31.6,35
lomos-de-bacalao-salado,Lomos de bacalao salado,100 g,100,88,22,0,1
gum-vivident,Gum vivident,100 g,100,121,0,60,0.1
altinbasak-ulker,Altinbasak ÜLKER,100 g,100,405,11,63,9.5
sehriyeli-tavuk-corbasi-ulker,Sehriyeli tavuk Çorbasi Ülker,100 g,100,17,0.5,3.6,0.5
nane-aromali-kent,nane aromali kent,100 g,100,382,0,97,0
delikatessen-sauerkonserven-sera,Delikatessen Sauerkonserven Sera,100 g,100,23,2.3,3.9,0
caramels-tendres-au-sel-de-guerande-pinson,Caramels tendres au sel de Guerande Pinson,100 g,100,403,1.9,76,10
krispi-pops-ulker,Krispi pops Ülker,100 g,100,144,2.2,20,5.8
doritos,Doritos,100 g,100,382,5.3,44.6,20
doritos-risk,Doritos Risk,100 g,100,497,6.9,58,26
bob-cu-bob-linte,Bob cu Bob Linte,100 g,100,317,24.2,49.1,1.3
le-cola,Le ´cola,100 g,100,46,0,11,0
kinik-karpuz-cilek-soda-200,Kınık karpuz çilek soda 200,100 g,100,6,0,0,0
destan-kabartma-tozu,Destan Kabartma Tozu,100 g,100,204,0,50,0.5
temel-kuru-uzum,Temel Kuru Üzüm,100 g,100,344,2.7,83.5,0.5
nestle-kahramanim,Nestle Kahramanim,100 g,100,567,9.8,51,36
master-farm-almonds,Master Farm almonds,100 g,100,590,23,7,51
buono-katmer,Buono Katmer,100 g,100,568,8.9,49.1,36.9
icim-krema-200-milim,İçim krema 200 milim,100 g,100,334,1.5,3,35
sutas-beyaz-peynir-500,Sütaş beyaz peynir 500,100 g,100,211,12,3,17
tomaten-ketchup-suntat,Tomaten ketchup Suntat,100 g,100,46,1.9,40,0
tomato-paste-tat,Tomato Paste Tat,100 g,100,103,3.8,23,0
no-1-hazelnut-torku,no:1 Hazelnut Torku,100 g,100,520,9.7,52,29.5
suzme-cicek-bali-harras,Süzme Çiçek Balı Harras,100 g,100,329,0,82.3,0
mentos-you-cilek-muz,Mentos You Çilek & Muz,100 g,100,389,0,92,2
carottes-rapees,Carottes râpées,100 g,100,32,0.5,5,0.5
berries-bim,Berries bim,100 g,100,370,3.6,89,0
catalhoyuk-torku,Catalhoyuk Torku,100 g,100,382,6.7,75.2,1.5
tereyagli-kurabiye-pastamilan,Tereyağlı Kurabiye PastaMilan,100 g,100,537,0.9,62.4,32.9
burger-dilimli-peynir-la-vache-quirit,Burger Dilimli Peynir La Vache Quirit,100 g,100,265,15,9,17
visne-nektari-jucy,Visne nektari Jucy,100 g,100,57,0,13.6,0
noix-de-cajou-tadim,Noix de Cajou Tadim,100 g,100,599,19.9,18.6,47.2
digestive-nibbles-milk-chocolate-mcvities,Digestive nibbles milk chocolate Mcvities,100 g,100,509,7.5,64.7,24
tam-yagli-sut-birsah,Tam yağlı süt Birşah,100 g,100,59,2.8,4.1,3.4
pepites-tadim,Pépites Tadim,100 g,100,559,27,18,39
cacoa-idfk,Cacoa Idfk,100 g,100,560,9,53.3,33.3
haribo-chamallows,HARIBO CHAMALLOWS,100 g,100,337,5.8,78.4,0.1
icim-sut-180-muzlu,İçim süt 180 muzlu,100 g,100,58,2.8,9.2,1.2
mini-keks,Mini Keks,100 g,100,414,1,14,14
probis-ulker,Probis Ulker,100 g,100,493,16,52,24
pinar-kido-sut-180-kakaolu,Pınar kido süt 180 kakaolu,100 g,100,59,2.8,9.2,1.2
findux,Findux,100 g,100,598,11.6,37,43.8
nuga-fiskobirlik,Nuga Fiskobirlik,100 g,100,686,8.6,57.1,31.4
haribo-happy-cola,Haribo happy cola,100 g,100,367,6.7,83.3,0
hobby-cikolata-bar-ulker,Hobby çikolata bar Ülker,100 g,100,555,4.9,55,34
torku-suzme-peynir-850,Torku süzme peynir 850,100 g,100,196,11,2,16
balik-kraker,Balık kraker,100 g,100,502,8.5,57,26
tam-yagli-homojenize-yogurt-birsah,Tam Yağlı Homojenize Yoğurt Birşah,100 g,100,109,4.6,14,3.8
ma-sante-tiramisu,Ma Sante Tiramisu,100 g,100,267,6.1,33.7,12
icim-fit-protein-kahveli,içim fit protein kahveli,100 g,100,47,6,5.4,0.1
